input1,input2,match_bozorth_mindtct_m1=1,match_mcc_mindtct_m1=1,match_bozorth_mindtct_m1=0,match_mcc_mindtct_m1=0,match_sourceafis
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_4_4_6,5.0,0.0152982,8.0,0.0179227,12.38958198088633
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_5_5_7,5.0,0.0139445,5.0,0.0139975,1.7443469030969
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_3_3_1,5.0,0.016916,6.0,0.0159321,2.14090752531051
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_5_5_4,6.0,0.0165566,5.0,0.0173068,4.26615483687206
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_1_1_7,7.0,0.015328,6.0,0.0173329,7.36862059450093
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_1_1_1,7.0,0.014684,6.0,0.0122964,1.96202505827506
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_4_4_6,5.0,0.0131204,4.0,0.01396,0.76186043123543
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_4_4_8,7.0,0.015328,4.0,0.0160493,7.4608341847318
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_3_3_2,5.0,0.0148352,5.0,0.016975,2.73419857919858
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_3_3_7,9.0,0.0148338,7.0,0.0160037,2.00757656136967
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_2_2_6,4.0,0.0157856,5.0,0.0163828,5.22366252009817
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_1_1_1,6.0,0.0152551,3.0,0.0158967,2.94611232517483
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_1_1_7,6.0,0.0163406,7.0,0.0171001,5.73932331694708
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_4_4_2,13.0,0.0160182,7.0,0.0186728,6.4374830752306
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_2_2_6,11.0,0.0168341,7.0,0.0158676,1.68097994111152
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_3_3_3,6.0,0.0151927,4.0,0.0156615,2.50066433566433
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_4_4_8,6.0,0.0152494,4.0,0.0167931,0.88770666833167
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_5_5_1,10.0,0.0152513,6.0,0.0187001,2.08858828671329
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_5_5_4,8.0,0.0135486,8.0,0.0157256,1.91709290709291
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_3_3_1,9.0,0.0150608,8.0,0.016234,0.78118722186904
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_5_5_3,6.0,0.0155728,6.0,0.0161658,3.45537319116527
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_3_3_1,10.0,0.0160505,6.0,0.0159782,1.29280383409694
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_2_2_3,8.0,0.0169682,6.0,0.0142995,6.00138952356775
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_1_1_5,9.0,0.0169209,8.0,0.0163676,2.54848926935134
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_1_1_5,11.0,0.0151371,8.0,3.23808e-30,10.67196214782421
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_2_2_3,13.0,0.0200487,6.0,0.0178341,31.98777989513179
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_4_4_1,10.0,0.0147674,8.0,0.0146722,2.41222027972028
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_2_2_7,8.0,0.0156657,10.0,0.0166854,3.15739677135135
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_4_4_5,7.0,0.0158,5.0,0.0168328,0.73148976023976
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_3_3_4,5.0,0.0164487,3.0,0.0164767,1.43684385926573
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_4_4_7,4.0,0.0157807,5.0,0.015863,0.90390523269834
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_3_3_8,8.0,0.0149963,6.0,0.0165936,1.84921970886257
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_1_1_1,9.0,0.0156974,7.0,0.0154283,0.82506426006426
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_4_4_2,10.0,0.0155271,6.0,0.0158873,2.74120004995005
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_2_2_7,15.0,0.0170642,9.0,0.014634,4.63337500328282
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_4_4_6,5.0,0.0161811,5.0,0.0160897,2.30493006993007
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_4_4_6,5.0,0.015387,8.0,0.0149061,4.97454683929932
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_1_1_7,5.0,0.0169308,5.0,0.0142826,4.76317720233562
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_4_4_8,11.0,0.0164855,4.0,0.0146035,3.0654280043389
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_3_3_8,7.0,0.0146865,5.0,0.0159066,0.795286142429
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_5_5_2,8.0,0.0169989,6.0,0.0167991,1.05908216783217
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_3_3_6,7.0,0.0144603,5.0,0.0176448,2.19243006993007
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_3_3_4,8.0,0.0158287,5.0,0.0202202,3.38199912298923
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_2_2_7,19.0,0.0175954,10.0,0.015728,7.22954586861401
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_3_3_2,5.0,0.0169535,5.0,0.0146835,3.04005585173902
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_3_3_7,4.0,0.0173949,4.0,0.0179181,1.29394710128581
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_4_4_7,9.0,0.0141972,5.0,0.0151855,2.79089616904834
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_4_4_4,5.0,0.0151375,3.0,0.0159269,6.85949941147961
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_1_1_1,7.0,0.0158709,10.0,3.50833e-27,3.84863858045724
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_2_2_4,12.0,0.0148575,7.0,0.0166004,4.67651688245748
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_2_2_2,9.0,0.0162126,5.0,0.0174831,4.33483568869708
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_4_4_1,10.0,0.0144036,8.0,0.0149878,2.76144716394717
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_2_2_5,10.0,0.0199335,6.0,0.0180542,4.42476686130152
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_5_5_1,5.0,0.0136098,7.0,0.0153881,4.87701552118077
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_5_5_2,6.0,0.0136181,3.0,0.0140633,3.0003049130824
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_4_4_8,7.0,0.0156074,5.0,0.0153635,2.31408653846154
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_4_4_2,6.0,0.0152176,5.0,0.0109182,2.35230144855145
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_3_3_6,5.0,0.0160166,4.0,0.0171074,1.36419268231768
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_1_1_2,12.0,0.0143199,7.0,0.0103425,4.18084146876227
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_3_3_3,11.0,0.0147681,6.0,0.0169041,1.06097534044902
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_2_2_8,5.0,0.0170011,4.0,0.0152994,1.03519647019647
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_5_5_8,6.0,0.0181234,4.0,0.0175699,1.07111888111888
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB3_4_4_4,12.0,0.0172985,5.0,0.0143051,1.55364734103106
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB2_5_5_2,6.0,0.0149704,5.0,0.0170797,1.7079020979021
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB1_3_3_5,6.0,0.0159456,5.0,0.0186962,4.34321861213698
_home_Analise_digitais_2004_DB1_2_2_4,_home_Analise_digitais_2004_DB4_2_2_1,8.0,0.0155953,7.0,0.0169627,5.32874841330287
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_4,6.0,0.016655,6.0,0.0157254,2.06318947010437
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_5_5_1,9.0,0.0179591,5.0,0.0173726,1.16280574264445
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_4_4_3,7.0,0.0141601,5.0,3.24235e-12,2.81673326673327
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_5_5_3,11.0,0.0159786,10.0,0.0137071,0.23462787212787
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_5_5_6,7.0,0.0151412,9.0,0.0149012,1.95637128828618
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_4_4_4,7.0,0.0143127,5.0,0.0166,0.74557192807193
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_6,10.0,0.0164691,6.0,0.0169525,1.3416318056943
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_3_3_5,6.0,0.0155267,4.0,0.0127525,2.81812328296704
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_3_3_2,8.0,0.0166703,5.0,0.0147828,8.23946835584121
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_3_3_8,12.0,0.0181752,5.0,0.00374855,0.66995736821318
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_2_2_3,15.0,0.0199803,13.0,0.0217802,5.54869256156385
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_1,10.0,0.0151973,8.0,0.00350384,2.15121027621028
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_1_1_2,7.0,0.0130245,5.0,0.0151536,2.23128081595823
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_4,9.0,0.0150706,8.0,0.00562489,2.46329607892108
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_8,14.0,0.0153377,9.0,0.0169403,1.96788676439839
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_3,10.0,0.0159676,5.0,0.0179267,7.55952018278751
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_3,9.0,0.0144541,7.0,0.0118484,7.91197991594032
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_2,17.0,0.0169926,7.0,0.0165687,5.13325717187104
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_8,8.0,0.0149131,5.0,0.015847,8.0674499073839
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_5_5_5,6.0,0.0163315,6.0,0.0195723,4.05108840043218
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_5_5_4,22.0,0.0171927,9.0,0.0186859,1.42099127287807
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_5_5_4,8.0,0.0127929,5.0,0.014405,6.04993310141825
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_2_2_8,14.0,0.0158522,6.0,0.0162041,0.04704851600013
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_3,19.0,0.0156312,4.0,0.0167309,0.62518095112435
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_4_4_1,8.0,0.0160224,8.0,0.0172787,2.27470654345654
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_5,9.0,0.016188,8.0,0.0169475,3.11239400863164
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_5_5_3,8.0,0.0143368,6.0,0.0142353,5.34092988246193
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_8,11.0,0.0178024,7.0,0.0179885,0.0
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_6,7.0,0.0179951,9.0,0.0223412,0.77279387279387
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_2,10.0,0.0163177,7.0,0.0171701,2.2962081396864
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_1,12.0,0.0193491,13.0,0.017976,2.75787304800463
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_3,8.0,0.0149393,5.0,0.0185825,2.58523976023976
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_5_5_6,3.0,0.0132881,4.0,0.015015,1.76630036630037
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_6,15.0,0.0175419,7.0,0.0154479,0.69429736929737
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_5,12.0,0.0176048,8.0,0.0164244,2.60062224361005
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_5,8.0,0.0167355,4.0,0.0146729,1.94307835022121
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_1_1_6,7.0,0.0169708,8.0,0.0168941,2.82248433384797
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_4_4_1,6.0,0.0139302,5.0,0.0122589,2.00768294205794
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_4,11.0,0.0193461,9.0,0.0128649,2.70423326673327
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_8,10.0,0.0157432,9.0,0.0147238,8.0006854531607
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_2,8.0,0.015822,4.0,0.0165379,1.32887612387612
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_1,13.0,0.0160654,19.0,0.0185686,2.75787304800463
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_7,9.0,0.0168778,6.0,0.0146618,5.09751629009055
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_2,11.0,0.016383,5.0,0.0177121,5.75684514939789
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_6,11.0,0.0185966,7.0,0.0187168,2.87364135864136
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_5,8.0,0.0151133,7.0,0.0157565,4.94551170049132
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_7,7.0,0.0182286,6.0,0.0177235,1.51650808868551
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_1_1_4,39.0,0.0384516,36.0,0.0266827,42.01212246872625
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_6,9.0,0.0162062,9.0,0.0186212,4.14821020563595
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_5_5_8,5.0,0.0143368,5.0,0.0150174,1.35549667723581
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_2_2_1,13.0,0.0213013,11.0,0.0169554,0.78987262737263
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_5,8.0,0.0168292,4.0,0.0162993,2.00605315736895
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_2_2_2,8.0,0.0176674,7.0,0.0168044,2.39976088726089
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_7,8.0,0.0155267,6.0,0.0174238,1.93082799553388
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_5_5_7,5.0,0.0144558,5.0,4.69045e-18,5.30780178979437
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_2,6.0,0.0161801,10.0,7.57919e-17,0.67560772560773
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_3,10.0,0.0176087,8.0,0.0161882,2.4485487872783
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_5_5_6,5.0,0.013014,4.0,0.0146738,11.5799499435863
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_5_5_6,7.0,0.0170705,8.0,0.0161476,0.0
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_2_2_5,11.0,0.0172725,5.0,0.017036,7.78475924515529
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_4,9.0,0.0195263,8.0,0.00727133,4.77886295416872
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_2,4.0,0.0162338,6.0,0.0152493,1.36032830805558
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_1_1_5,10.0,0.0180082,10.0,0.0184157,0.58963536463536
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_5_5_5,11.0,0.0172174,5.0,0.0180802,1.92505619380619
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_5_5_8,9.0,0.0162145,4.0,0.0185454,0.73956925427514
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_4_4_6,11.0,0.016685,6.0,0.0171819,3.6819640826959
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_5_5_7,6.0,0.0168061,7.0,0.0142873,1.56941183816184
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_1,7.0,0.015976,6.0,0.0182816,2.68074518764817
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_5_5_4,6.0,0.0157653,5.0,0.0181329,1.28925860724641
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_7,10.0,0.0155489,6.0,0.016807,0.81598618772532
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_1,12.0,0.0172871,7.0,0.0174346,2.65247460872461
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_4_4_6,7.0,0.0145823,4.0,0.00358325,2.65867726023976
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_4_4_8,6.0,0.0144535,5.0,0.0160746,2.00403133451914
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_2,6.0,0.016195,6.0,0.0176285,2.69525058275058
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_7,10.0,0.0186553,10.0,0.0162456,2.48548003720418
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_2_2_6,4.0,0.0160473,5.0,0.0178307,3.34787171024795
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_1_1_1,7.0,0.015335,5.0,0.0170231,3.95057544215961
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_1_1_7,6.0,0.0157939,6.0,0.0179072,2.08539471891745
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_4_4_2,11.0,0.0152655,5.0,0.00395657,2.86529928404929
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_2_2_6,12.0,0.0176953,10.0,0.0141375,2.8550962195699
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_3,8.0,0.0153172,4.0,0.0171689,2.44733016983017
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_8,8.0,0.0165196,6.0,0.0151558,7.5003554201574
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_5_5_1,6.0,0.0165995,5.0,0.0143409,1.81154782717283
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_5_5_4,4.0,0.0180314,6.0,0.0166451,5.72477786240162
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_3_3_1,7.0,0.0156266,5.0,0.0177639,0.66456384524566
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_5_5_3,8.0,0.0168665,6.0,0.0168921,1.3942596466034
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_1,12.0,0.0176854,13.0,0.0181998,3.95526608363754
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_3,16.0,0.0193024,12.0,0.0163235,5.31003638825421
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_1_1_5,9.0,0.0164953,6.0,0.0195449,2.38535559268318
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_1_1_5,13.0,0.0173003,8.0,0.0191685,6.19876215738284
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_2_2_3,10.0,0.0191339,8.0,0.0178198,2.45574518764817
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_1,8.0,0.0148158,6.0,0.0175526,3.29269865448083
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_2_2_7,5.0,0.0176353,6.0,0.0152938,2.24413601104778
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_4_4_5,9.0,0.0160769,7.0,0.0172905,1.89834852647353
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_4,5.0,0.0153873,6.0,0.015302,0.59208838036963
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_7,10.0,0.0145202,5.0,6.97232e-19,1.6328576595818
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_3_3_8,10.0,0.0168247,6.0,0.0159225,2.95679677465392
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_1_1_1,6.0,0.0167143,6.0,0.0156658,0.70844088344088
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_2,7.0,0.0145608,8.0,0.0141183,0.79709040959041
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_2_2_7,8.0,0.0190297,6.0,0.0175591,4.18397895492467
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_6,8.0,0.0146581,5.0,0.00331015,6.61045104510451
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_6,9.0,0.0155112,5.0,0.0163103,2.06235014985015
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_1_1_7,39.0,0.0431847,37.0,0.0227708,45.34506915167293
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_8,13.0,0.0198419,8.0,0.0177055,1.37062199164472
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_8,5.0,0.0146218,7.0,0.0199706,1.22830562294848
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_5_5_2,6.0,0.0159338,5.0,0.0163457,0.16937437562438
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_6,10.0,0.0158019,9.0,0.0165555,8.21577388508082
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_4,10.0,0.0149174,7.0,0.0169284,2.80016744619017
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_2_2_7,9.0,0.0171975,9.0,0.0154817,3.79746277795201
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_3_3_2,13.0,0.0166323,5.0,0.0188726,2.31114718614719
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB3_3_3_7,10.0,0.015731,5.0,0.017093,0.59723180045761
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB2_4_4_7,9.0,0.0145599,7.0,0.00638362,1.24867849541762
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_4,9.0,0.0154513,7.0,0.0184379,2.08539471891745
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_1_1_1,15.0,0.0192526,12.0,0.021485,3.8078406221189
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB4_2_2_4,14.0,0.0198311,15.0,0.0175169,7.32352373698908
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_2_2_2,16.0,0.0161312,9.0,0.017458,11.78453078453078
_home_Analise_digitais_2004_DB4_1_1_3,_home_Analise_digitais_2004_DB1_4_4_1,12.0,0.0146304,12.0,0.0125445,2.68822242572243
